release_sequence,release_key,provider,model,release_date,mention_position,raw_mention,benchmark_id,benchmark_name,match_source,match_type,source_author,frontier_lab_author_affiliations,source_author_group,self_affiliated_source,legacy_task_mode,legacy_task_domain,headline_task_mode,facet_domain,construct_claim,benchmark_lifecycle_risk
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,1,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,Others(Codeforces platform),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; mathematical_reasoning; reasoning,contamination_risk; distribution_shift_risk; unclear_metric; version_instability
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,2,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering,coding,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,3,Cybersecurity CTFs,benchmark_cybersecurity_ctfs,Cybersecurity CTFs,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; Cybersecurity,agentic_task_completion; coding; domain_expertise; reasoning; tool_use,contamination_risk; private_or_opaque_eval; unclear_metric
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,4,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Bio/Medicine; Coding/Engineering; Finance; General/Commonsense; Law; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; saturation_risk
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,5,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,6,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,construct_validity_risk; contamination_risk; saturation_risk
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,7,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
12,OpenAI::o1-mini::2024-09-12,OpenAI,o1-mini,2024-09-12,8,Jailbreak Eval,benchmark_jailbreak_eval,Jailbreak Eval,canonical,exact,Academia,none,Academia,False,Constraint Satisfaction,General/Commonsense,Constraint Satisfaction,Cybersecurity; General/Commonsense; Other Specialized,instruction_following; safety_or_refusal,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,1,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,2,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Bio/Medicine; Coding/Engineering; Finance; General/Commonsense; Law; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; saturation_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,3,HumanEval,benchmark_humaneval,HumanEval,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering,coding,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,4,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,construct_validity_risk; contamination_risk; saturation_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,5,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,6,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,7,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,8,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
13,Anthropic::Claude 3.5 Haiku::2024-10-23,Anthropic,Claude 3.5 Haiku,2024-10-23,9,OSWorld,benchmark_osworld,OSWorld,canonical,exact,Academia,none,Academia,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering; General/Commonsense; Visual/Document,agentic_task_completion; computer_use; multimodal_understanding; tool_use; web_navigation,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,1,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Bio/Medicine; Coding/Engineering; Finance; General/Commonsense; Law; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; saturation_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,2,Natural2Code,benchmark_natural2code,Natural2Code,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,Coding/Engineering,Constraint Satisfaction,Coding/Engineering,coding; instruction_following; reasoning,construct_validity_risk; contamination_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,3,Bird-SQL,benchmark_bird_sql,Bird-SQL,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering; Other Specialized,coding; domain_expertise; reasoning,construct_validity_risk; contamination_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,4,LiveCodeBench,benchmark_livecodebench,LiveCodeBench,canonical,exact,Academia,none,Academia,False,Generative Reasoning,Coding/Engineering,Generative Reasoning,Coding/Engineering; STEM/Math,coding; reasoning,construct_validity_risk; contamination_risk; distribution_shift_risk; version_instability
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,5,FACTS Grounding,benchmark_facts_grounding,FACTS Grounding,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Knowledge Retrieval,General/Commonsense,Multimodal Perception,General/Commonsense,document_understanding; factual_knowledge; instruction_following; long_context_retrieval,construct_validity_risk; private_or_opaque_eval; provider_created_benchmark
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,6,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,construct_validity_risk; contamination_risk; saturation_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,7,HiddenMath,benchmark_hiddenmath,HiddenMath,canonical,exact,Google,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Knowledge Retrieval,STEM/Math,long_context_reasoning; long_context_retrieval; mathematical_reasoning,private_or_opaque_eval; provider_created_benchmark; unclear_metric
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,8,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,9,MRCR,benchmark_mrcr,MRCR,canonical,exact,OpenAI,Google; DeepMind,Self-affiliated frontier lab,True,Generative Reasoning,General/Commonsense,Knowledge Retrieval,General/Commonsense,long_context_reasoning; long_context_retrieval; reasoning,construct_validity_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,10,MMMU / MMMU Pro,benchmark_mmmu_mmmu_pro,MMMU / MMMU Pro,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Bio/Medicine; Other Specialized; STEM/Math; Visual/Document,domain_expertise; mathematical_reasoning; multimodal_understanding; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; version_instability
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,11,Vibe-Eval,benchmark_vibe_eval,Vibe-Eval,canonical,exact,Others(Reka AI),none,Independent/industry,False,Multimodal Perception,General/Commonsense,Multimodal Perception,General/Commonsense; Visual/Document,instruction_following; multimodal_understanding; reasoning,construct_validity_risk; contamination_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,12,CoVoST 2,benchmark_covost_2,CoVoST 2,canonical,exact,Meta,none,Independent/industry,False,Multimodal Perception,General/Commonsense,Multimodal Perception,Multilingual,multimodal_understanding,construct_validity_risk; distribution_shift_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,13,EgoSchema,benchmark_egoschema,EgoSchema,canonical,exact,Academia,none,Academia,False,Multimodal Perception,General/Commonsense,Knowledge Retrieval,General/Commonsense; Visual/Document,long_context_reasoning; multimodal_understanding; reasoning,contamination_risk
14,Google::Gemini 2.0::2024-12-11,Google,Gemini 2.0,2024-12-11,14,WebVoyager,benchmark_webvoyager,WebVoyager,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense,agentic_task_completion; computer_use; instruction_following; multimodal_understanding; tool_use; web_navigation,construct_validity_risk; distribution_shift_risk; unclear_metric; version_instability
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,1,AIME,benchmark_aime,AIME,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,mathematical_reasoning; reasoning,contamination_risk; version_instability
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,2,GPQA,benchmark_gpqa,GPQA,canonical,exact,"Anthropic, Academia, Cohere",none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,3,FrontierMath,benchmark_frontiermath,FrontierMath,canonical,exact,"Others(Epoch AI, backed by Google)",none,Independent/industry,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,private_or_opaque_eval
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,4,Codeforces,benchmark_codeforces,Codeforces,canonical,exact,Others(Codeforces platform),none,Independent/industry,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; mathematical_reasoning; reasoning,contamination_risk; distribution_shift_risk; unclear_metric; version_instability
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,5,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,6,LiveBench Coding,benchmark_livebench_coding,LiveBench Coding,canonical,exact,"Academia, Others(Nvidia etc)",none,Academia,False,Generative Reasoning,Coding/Engineering,Agentic,Coding/Engineering; STEM/Math,coding; reasoning; software_engineering,contamination_risk; distribution_shift_risk; version_instability
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,7,MMLU / MMLU-Pro,benchmark_mmlu_mmlu_pro,MMLU / MMLU-Pro,canonical,exact,Academia,none,Academia,False,Generative Reasoning,General/Commonsense,Generative Reasoning,Bio/Medicine; Coding/Engineering; Finance; General/Commonsense; Law; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; saturation_risk
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,8,MATH,benchmark_math,MATH,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,STEM/Math,domain_expertise; mathematical_reasoning; reasoning,construct_validity_risk; contamination_risk; saturation_risk
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,9,MGSM,benchmark_mgsm,MGSM,canonical,exact,"Google, Academia",Google,Other frontier lab-affiliated,False,Generative Reasoning,STEM/Math,Generative Reasoning,Multilingual; STEM/Math,mathematical_reasoning; reasoning,contamination_risk; saturation_risk
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,10,SimpleQA,benchmark_simpleqa,SimpleQA,canonical,exact,OpenAI,OpenAI,Self-affiliated frontier lab,True,Knowledge Retrieval,General/Commonsense,Knowledge Retrieval,General/Commonsense,factual_knowledge,construct_validity_risk; contamination_risk; provider_created_benchmark
15,OpenAI::o3-mini::2025-01-31,OpenAI,o3-mini,2025-01-31,11,STEM,benchmark_stem,STEM,canonical,exact,Academia,none,Academia,False,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; Coding/Engineering; Cybersecurity; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; saturation_risk
16,Anthropic::Claude 3.7 Sonnet::2025-02-25,Anthropic,Claude 3.7 Sonnet,2025-02-25,1,SWE-bench verified,benchmark_swe_bench_verified,SWE-bench verified,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Agentic,Coding/Engineering,Agentic,Coding/Engineering,agentic_task_completion; coding; software_engineering,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
16,Anthropic::Claude 3.7 Sonnet::2025-02-25,Anthropic,Claude 3.7 Sonnet,2025-02-25,2,Tau-bench,benchmark_tau_bench,Tau-bench,canonical,exact,Academia,none,Academia,False,Agentic,General/Commonsense,Agentic,General/Commonsense; Other Specialized,agentic_task_completion; instruction_following; reasoning; tool_use,construct_validity_risk; contamination_risk; distribution_shift_risk
16,Anthropic::Claude 3.7 Sonnet::2025-02-25,Anthropic,Claude 3.7 Sonnet,2025-02-25,3,GPQA Diamond,benchmark_gpqa_diamond,GPQA Diamond,canonical,exact,"Anthropic, Academia, Others(Cohere)",none,Self-affiliated frontier lab,True,Generative Reasoning,STEM/Math,Generative Reasoning,Bio/Medicine; STEM/Math,domain_expertise; factual_knowledge; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk
16,Anthropic::Claude 3.7 Sonnet::2025-02-25,Anthropic,Claude 3.7 Sonnet,2025-02-25,4,MMMLU,benchmark_mmmlu,MMMLU,canonical,exact,OpenAI,OpenAI,Other frontier lab-affiliated,False,Generative Reasoning,General/Commonsense,Constraint Satisfaction,Bio/Medicine; General/Commonsense; Law; Multilingual; Other Specialized; STEM/Math,domain_expertise; factual_knowledge; mathematical_reasoning; reasoning; scientific_reasoning,construct_validity_risk; contamination_risk; provider_created_benchmark; saturation_risk
